ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
LU0879397742,A1H9GF,"UBS SBI Foreign AAA-BBB 1-5 CHF",ETFs,"ETFs Sonstige Bonds"
LU0879399441,A1H9GG,"UBS SBI Forei. AAA-BBB 5-10 CHF",ETFs,"ETFs Sonstige Bonds"
LU0908500753,LYX0Q0,"LY.I.-L.CO.ST.EO 600(DR)A",ETFs,"ETFs Europa Gesamt"
LU0908501058,LYX0Q1,"LYXOR I.-C.EOS.300(DR)UEA",ETFs,"ETFs Europa Gesamt"
LU0908501132,LYX0P8,"LYXOR I.-C.EOS.300(DR)DEO",ETFs,"ETFs Europa Gesamt"
LU0908501215,LYX0Q2,"LYXOR I.-CO.EO ST.50(DR)A",ETFs,"ETFs Europa Gesamt"
LU0908501488,LYX049,"LIF-COR.E.ST50 EOD",ETFs,"ETFs Europa Gesamt"
LU0908508731,DBX0NM,"XTR.II GLOBAL GOV.BD 5C",ETFs,"ETFs Sonstige Bonds"
LU0908508814,DBX0NN,"dbx iBo Glob. Infla.-Linked",ETFs,"ETFs Sonstige Bonds"
LU0925589839,DBX0K7,"DB X-TRACKERS II EUROZONE GOVERNMENT BOND YIELD PL",ETFs,"ETFs Europa Bonds"
LU0927735406,DBX0NT,"XTR.MSCI JAPAN 2DDLH",ETFs,"ETFs Asien"
LU0942970103,DBX0NV,"dbx Barlys Glob. Aggregate Bd.",ETFs,"ETFs Sonstige Bonds"
LU0942970285,DBX0NW,"XTR.II GBL AGG.B.SW.2CDLH",ETFs,"ETFs Sonstige Bonds"
LU0942970368,DBX0NX,"XTR.II GBL AGG.B.S. 3DLSH",ETFs,"ETFs Sonstige Bonds"
LU0942970442,DBX0NY,"XTR.II GBL AGG.B.SW.4CSFH",ETFs,"ETFs Sonstige Bonds"
LU0942970798,DBX0NZ,"XTR.II GBL AGG.B.SW.5CEOH",ETFs,"ETFs Sonstige Bonds"
LU0943504760,DBX0NU,"XTR.SWITZERLAND 1C",ETFs,"ETFs Europa Gesamt"
LU0947415054,ETF024,"LYX FTSE CHINA A50 ETF I",ETFs,"ETFs Asien"
LU0950381748,A1W15E,BNPPE.-F.E./N.E.C.UECEO,ETFs,"ETFs Branchen"
LU0950669845,A1W294,"UBSLFS-MSCI EMU VAL. AAEO",ETFs,"ETFs Emerging Markets"
LU0950674332,A1W3CQ,"UBS-ETF-MSCI WLD.S.R.AADL",ETFs,"ETFs Welt"
LU0950674928,A1W3LH,"UBSLFS-MSCI PAC.S.R. AADL",ETFs,"ETFs Asien"
LU0952581584,DBX0N3,"dbx iBo Japan Sov.",ETFs,"ETFs Sonstige Bonds"
LU0959210278,LYX0RD,"MUL-LYS+PEOZESGDIAR D",ETFs,"ETFs Europa Bonds"
LU0959211243,LYX0RE,"LYXOR ETF SP5 DH",ETFs,"ETFs Nordamerika"
LU0959211326,LYX0RX,MUL-LYX.S+P500UC.ETFDHCEO,ETFs,"ETFs Nordamerika"
LU0962071741,DBX0N8,"dbx iBo Sov. Euroz. Yld Plus",ETFs,"ETFs Europa Bonds"
LU0962078753,DBX0N9,"dbx iBo Glob.Infla.Lkd. EUR hed",ETFs,"ETFs Sonstige Bonds"
LU0969639128,A1W40U,"UBSLFS-BB EO T.1-10 ADE",ETFs,"ETFs Europa Bonds"
LU0994505336,DBX0K8,"XTR.SPAIN 1DEO",ETFs,"ETFs Europa Gesamt"
LU1033693638,ETF007,"LYXOR MDAX UCITS ETF I",ETFs,"ETFs Deutschland"
LU1048313891,A110QD,"UBSLFS-MSCI EM S.R. ADL",ETFs,"ETFs Emerging Markets"
LU1048313974,A110QE,"UBSLFS-MSCI EM S.R. ADL",ETFs,"ETFs Emerging Markets"
LU1048314196,A110QF,"UBS Euro Area Liq. Corps 1-5 Yr.",ETFs,"ETFs Europa Bonds"
LU1048314949,A110QP,"UBS US Liq. Corps 1-5 Yr.",ETFs,"ETFs Sonstige Bonds"
LU1048315243,A110QS,"UBS US Liq. Corps 1-5 Yr hdg EUR",ETFs,"ETFs Sonstige Bonds"
LU1048316647,A110Q5,"UBS US Liq. Corps (USD)",ETFs,"ETFs Sonstige Bonds"
LU1048317025,A110Q8,"UBS US Liq. Corps (hedgd EUR)",ETFs,"ETFs Sonstige Bonds"
LU1079841273,A116QV,"OSS.S.B.US S.V.T U.ETF1CE",ETFs,"ETFs Nordamerika"
LU1079842321,A116QX,"OSSIAM SHLR BCLY CAPE ERP SV",ETFs,"ETFs Europa Gesamt"
LU1093307442,A11894,"OSS.(L)-OSMAIGESC ETF1CEO",ETFs,"sonstige ETFs"
LU1094612022,DBX0PN,"DB X- II HARVEST CSI CHINA",ETFs,"ETFs Asien"
LU1109939865,DBX0PP,"dbx iBo EUR Hi Yld Bd. 1-3",ETFs,"ETFs Europa Bonds"
LU1109942653,DBX0PR,"XTR.II EO H.YLD CORP.B.1D",ETFs,"ETFs Europa Bonds"
LU1109943388,DBX0PS,"DBXTRII-EUR H.Y.C.BD U.ETF(DR)",ETFs,"ETFs Europa Bonds"
LU1127514245,DBX0PU,"XTR.MSCI EMU 1CDLH",ETFs,"ETFs Emerging Markets"
LU1127516455,DBX0PV,"XTR.MSCI EMU 2CSFH",ETFs,"ETFs Europa Gesamt"
LU1135865084,LYX0Q9,"MUL-LYX.S+P500UC.ETF A",ETFs,"ETFs Nordamerika"
LU1169821292,A14ME3,"UBSLFS-MSCI UK H-EO AAC",ETFs,"ETFs Europa Gesamt"
LU1169822266,A14MFB,"UBS-ETF-MSCI JAP.H-EO AAC",ETFs,"ETFs Asien"
LU1184092051,DBX0PW,"XTR.MSCI EUROPE 2CDLH",ETFs,"ETFs Europa Gesamt"
LU1190417599,LYX0WM,"LYXOR IF-L.SM.CSH U.E.CEO",ETFs,"ETFs Sonstige Bonds"
LU1215415214,LYX0TM,"MUL-LY.IB.EO L.H.Y.BB A",ETFs,"ETFs Sonstige Bonds"
LU1215451524,A14XG5,"UBS ETF - FACTOR MSCI EMU QUAL",ETFs,"ETFs Europa Gesamt"
LU1215452928,A14XG8,"UBS ETF - FACTOR MSCI EMU PRIME",ETFs,"ETFs Europa Gesamt"
LU1215454460,A14XHB,"UBS ETF - FACTOR MSCI EMU LOWVOL",ETFs,"ETFs Europa Gesamt"
LU1215461085,A14U71,"UBSLFS-BBMSCIUSLCS ADDL",ETFs,"ETFs Nordamerika"
LU1215461325,A14YV6,"UBS-BBMSCIUSLCSUETF AAHEO",ETFs,"ETFs Sonstige Bonds"
LU1215827756,DBX0Q0,"XTR.MSCI JAPAN 7CSFH",ETFs,"ETFs Asien"
LU1215828218,DBX0Q1,"XTR.MSCI EMU 3CSFH",ETFs,"ETFs Europa Gesamt"
LU1220245556,LYX0TS,"LYXOR MSCI PAC X J",ETFs,"ETFs Asien"
LU1221100792,DBX0PY,"XTR.DAX INCOME 2CDLH",ETFs,"ETFs DAX"
LU1221102491,DBX0P0,"XTR.DAX ESG SCR.4CSFH",ETFs,"ETFs Europa Bonds"
LU1230136894,LYX0UU,"LYXOR IF-LYX.SM.O.R.UECLS",ETFs,"ETFs Europa Bonds"
LU1230561679,A14UX8,"UBS MSCI JAPAN SOCIAL RESP. ETF",ETFs,"ETFs Asien"
LU1233598447,LYX0T3,"MUL-LYXOR FED FDS USD A",ETFs,"ETFs Sonstige Bonds"
LU1242369327,DBX0P1,"XTR.MSCI EUROPE 1D",ETFs,"ETFs Europa Gesamt"
LU1248511575,LYX0UV,"LYXOR IF-LYX.SM.O.R.UECDL",ETFs,"ETFs Europa Bonds"
LU1273488715,A14X32,"UBS-ETF-MSCI JAP.SR AAEOH",ETFs,"ETFs Asien"
LU1280303014,A14YUN,"UBSLFS-MSCI USA SR ADEOH",ETFs,"ETFs Nordamerika"
LU1285959703,LYX0T6,"LIF-LYESGDLCOBDDR D",ETFs,"ETFs Sonstige Bonds"
LU1285959885,LYX9ZN,"LYX.DL CO.BD DLA",ETFs,"ETFs Sonstige Bonds"
LU1285960032,LYX0VD,"LIF-LYESGDLCOBDDR MHEOD",ETFs,"ETFs Sonstige Bonds"
LU1287022708,LYX0V7,"MUL-LYX.PAN AFR.UCITS A",ETFs,"ETFs Emerging Markets"
LU1287023003,LYX0VG,"LYXOR ETF EUROMTS 5-7Y",ETFs,"ETFs Europa Bonds"
LU1287023185,LYX0VH,"LYXOR ETF EUROMTS 7-10Y",ETFs,"ETFs Europa Bonds"
LU1287023268,LYX0VF,"LYXOR ETF EUROMTS 15+Y",ETFs,"ETFs Europa Bonds"
LU1287023342,LYX0VE,"LYXOR ETF EUROMTS AAA GOVMNT BOND",ETFs,"ETFs Europa Bonds"
LU1291091228,A2ACQZ,BNPPE.-F.E./N.D.E.UEQDDIS,ETFs,"ETFs Branchen"
LU1291097779,A2AL1R,"BNP EMERGING MARKETS EX WEAPONS",ETFs,"ETFs Emerging Markets"
LU1291098314,A2APND,"BNPPE-M.EM.SRI SS5C.UECDL",ETFs,"ETFs Emerging Markets"
LU1291098827,A2AL1W,"BNP  EMU EX CONTROVERSIAL WEAPON",ETFs,"ETFs Europa Gesamt"
LU1291099718,A2AL1V,"BNP  EUROPE EX CONTROVERSIAL WEA",ETFs,"ETFs Europa Gesamt"
LU1291101555,A2AL1T,"BNPPE-MSCI EU.SC.XCW UECE",ETFs,"ETFs Europa Gesamt"
LU1291102447,A2ADB6,"BNP JAPAN EX WEAPONS",ETFs,"ETFs Asien"
LU1291103338,A2AL1U,"BNPPE-M.USA SRISS5C.UECDL",ETFs,"ETFs DAX"
LU1291104575,A2ADB1,"BNPPE-MSCI N.AM.XCW UECEO",ETFs,"ETFs Nordamerika"
LU1291106356,A2ADBW,"BNPPE-MSCI PA.XJXCW.UECEO",ETFs,"ETFs Asien"
LU1291108642,A2AL1S,"BNPPE-M.W.SRI SS5C. UECDL",ETFs,"ETFs Welt"
LU1291109293,A2ACQY,"BNP EASY INFRASTRUCTURE",ETFs,"ETFs Branchen"
LU1291109616,A2AE6P,"BNP P.EASY-EN.+ME.E.R.CEO",ETFs,"ETFs Basic Resources"
LU1302703878,LYX0VQ,"MUL-LYX.S+P500U.ETF DHSFD",ETFs,"ETFs Nordamerika"
LU1310477036,DBX0P8,"DBX HGI AH50 DR",ETFs,"ETFs Asien"
LU1324516050,A1439E,"UBS ETF USD EM SOVEREIGN",ETFs,"ETFs Sonstige Bonds"
LU1324516308,A1439H,"UBS-ETF-BARC.USD EM.MKTS SOV.",ETFs,"ETFs Sonstige Bonds"
LU1327051279,LYX0UW,"M-L.S+P 500 D.(-2X)I.UE A",ETFs,"ETFs Nordamerika"
LU1349386927,DBX0QB,"XTR.DAX 1D",ETFs,"ETFs DAX"
LU1377381717,A2AL3Y,"BNP  EQUITY LOW VOL EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377381980,A2AL3Z,"BNPPE.-E.L.V.US UECEO",ETFs,"ETFs Nordamerika"
LU1377382012,A2AL30,"BNP  EQUITY MOMENTUM EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377382103,A2AL31,"BNP  EQUITY QUALITY EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377382285,A2AL32,"BNP  EQUITY VALUE EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377382368,A2DPX9,"BNPPE-L.C.100 E.PAB UECEO",ETFs,"ETFs Europa Gesamt"
LU1390062245,LYX0U6,"LYX EUR 2-10Y INFL EXPECTATN",ETFs,"ETFs Europa Bonds"
LU1390062831,LYX0U5,"LYX USD 10Y INFL EXPECTATION",ETFs,"ETFs Sonstige Bonds"
LU1399300455,DBX0QG,"XTR.II US TREASUR. 2DEOH",ETFs,"ETFs Sonstige Bonds"
LU1407887162,LYX0VT,"M-L.CO.IB.DL TR.1-3Y(DR)D",ETFs,"ETFs Sonstige Bonds"
LU1407887329,LYX0WK,"MUL-L.CO US TR.1-3Y MHEOD",ETFs,"ETFs Sonstige Bonds"
LU1407888053,LYX0VA,"MUL-LY.C.IB.DL TR.7-10Y D",ETFs,"ETFs Sonstige Bonds"
LU1407888996,LYX0VU,"M.-L.C.IB.DL T.5-7Y(DR)UE",ETFs,"ETFs Sonstige Bonds"
LU1407890547,LYX9ZS,"MUL-LY.US.TR DLA",ETFs,"ETFs Sonstige Bonds"
LU1407890620,LYX0Z9,"MUL-L.IBOX.USD T.10Y+DR D",ETFs,"ETFs Sonstige Bonds"
LU1407890976,LYX00A,"MUL-L.CO US TR.10+Y DEOHM",ETFs,"ETFs Sonstige Bonds"
LU1407891602,LYX0VV,"MUL-LYX.IB.LS L.C.L.D. D",ETFs,"ETFs Europa Bonds"
LU1407892592,LYX0VW,"MUL-LYX.COUKGOBD(DR)UE D",ETFs,"ETFs Europa Bonds"
LU1407893301,LYX0VX,"MUL-LC.UKGOINFLDRUE D",ETFs,"ETFs Europa Bonds"
LU1435356065,LYX9ZP,"LYX-ESGUSDHY DLA",ETFs,"ETFs Sonstige Bonds"
LU1435356149,LYX0V1,"LYX.I-BOAML DL HY BD D",ETFs,"ETFs Sonstige Bonds"
LU1435356495,LYX0V0,"LYX-ESGDLHY(DR)U.E BMHEOD",ETFs,"ETFs Sonstige Bonds"
LU1437015735,A2ATYJ,"AIS-A.I.MSCI EUR.UC.ETFDR",ETFs,"ETFs Europa Gesamt"
LU1437016204,A2ATYP,"AIS-AM.I.JPM G.GBI G.UEUC",ETFs,"ETFs Sonstige Bonds"
LU1437016543,A2ATYS,"AIS-A.I.MSCI N.AM.UCETFDR",ETFs,"ETFs Nordamerika"
LU1437016972,A2ATYV,"AIS-A.I.MSCI WRD UC.ETFDR",ETFs,"ETFs Welt"
LU1437017350,A2ATYY,"AIS-A.IN.MSCI E.M.UCETFDR",ETFs,"ETFs Emerging Markets"
LU1437017863,A2ATY3,"AIS-A.IND.S+P500UETF D",ETFs,"ETFs Nordamerika"
LU1437018168,A2ATY6,"AIS-A.IDX EO C.SRI UETFD",ETFs,"ETFs Europa Bonds"
LU1437018598,A2AUDE,"AIS-A.IN.JPM EMU G.IGUETF",ETFs,"ETFs Europa Bonds"
LU1437018838,A2ATZC,"AIS-AM.I.FTSE E.N.G.UEUC",ETFs,"ETFs Branchen"
LU1437024729,A2ANS1,"AIS-A.I.BA.G.A.500M UEED",ETFs,"ETFs Sonstige Bonds"
LU1437024992,A2AQ5K,"AIS-AMU.MSCI BRAZ.U.ETF C",ETFs,"ETFs Emerging Markets"
LU1437025023,A2ATZS,"AIS-AM.MSCI UK IMI SRI C",ETFs,"ETFs Europa Gesamt"
LU1437025296,A2ATZT,"AIS-AM.MSCI UK IMI SRI D",ETFs,"ETFs Europa Gesamt"
LU1440654330,A2ANVN,"ICBCCS WISDOMTREE S&P CHINA500",ETFs,"ETFs Asien"
LU1446552496,A2ANVR,"OSS.GL.MULTI-ASS. RISK-CONTROL",ETFs,"ETFs Welt"
LU1452600197,LYX0ZQ,"MUL-L.CO.US TIPS(DR) C DL",ETFs,"ETFs Sonstige Bonds"
LU1452600270,LYX0VY,"LYXOR US TIPS DR UCITS ETF",ETFs,"ETFs Sonstige Bonds"
LU1452600437,LYX01G,"MULYX CORUS MHDGEOEOD",ETFs,"ETFs Sonstige Bonds"
LU1459802754,A2APA5,"UBS-ETF BARC.C.TIPS 10+ UC.ETF",ETFs,"ETFs Sonstige Bonds"
LU1481201025,A2DHWB,BNPPE.-E.L.V.E.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481201298,A2DHWC,"BNPPE.-E.L.V.US UEDEO",ETFs,"ETFs Nordamerika"
LU1481201371,A2DHWD,"BNPPE.-E.L.V.US UECDL",ETFs,"ETFs Nordamerika"
LU1481201538,A2DHWF,BNPPE.-E.MO.EU.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481201611,A2DHWH,BNPPE.-E.QA.EU.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481201702,A2DHWG,BNPPE.-E.VA.EU.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481202692,A2DH5P,"BNPPE-BB.EO AGG.TR.UETFCE",ETFs,"ETFs Europa Bonds"
LU1481203070,A2DJG1,"BNPPE-MSCI JA.X CW UEEOHC",ETFs,"ETFs Asien"
LU1484799769,A2AQ6D,"UBS-ETF-BAR.MSCI EU.A.LCSU ETF",ETFs,"ETFs Europa Bonds"
LU1484799843,A2AQ6E,"UBSLFS-BBMSCIEALCSUS AAEO",ETFs,"ETFs Europa Bonds"
LU1525418643,A2DJET,AIS-A.I.B.ECBBB1-5UCETFDR,ETFs,"ETFs Europa Bonds"
LU1525418726,A2DG25,AIS-A.I.B.UCBBB1-5UCETFDR,ETFs,"ETFs Sonstige Bonds"
LU1525419294,A2DG3S,"AIS-A.I.B.U.G.I-L UCETFDR",ETFs,"ETFs Sonstige Bonds"
LU1547515053,A2QMK1,"BNPPE-JEGDC UCITS ETF DLA",ETFs,"ETFs Welt"
LU1547515137,A2QMK4,"BNPPE-JEGDC UCIT.ETF HEOA",ETFs,"ETFs Sonstige Bonds"
LU1547516291,A2DU5K,"BNP P.EASY-E.M.E.R.UERHEO",ETFs,"ETFs Basic Resources"
LU1563454310,LYX0WA,"MUL-LYXOR GREEN BD(DR) A",ETFs,"ETFs Sonstige Bonds"
LU1563454401,A2QG6T,"MULYX GREEN DEOD",ETFs,"ETFs Europa Bonds"
LU1563454823,LYX0WQ,"MUL-LYXOR GR.BD(DR) MHEOA",ETFs,"ETFs Europa Bonds"
LU1571051751,LYX0WF,"LYX.IF-L.DL F.R.N.ETF D",ETFs,"ETFs Sonstige Bonds"
LU1571052130,LYX0W5,"LYX.IF-L.DL F.R.N.E.MHEOD",ETFs,"ETFs Sonstige Bonds"
LU1574142243,LYX0WH,"LYXOR INDEX-L.STOXX EU.600(DR)",ETFs,"ETFs Europa Gesamt"
LU1589349734,A2DN3T,"AIS-A.MSCI USA M.V.F.UEDL",ETFs,"ETFs Nordamerika"
LU1589350310,A2DN3V,AIS-A.GLO.INFRASTRUC.UEEO,ETFs,"ETFs Branchen"
LU1598688189,LYX0W2,"LYXOR ETF MSCI EMU GROWTH",ETFs,"ETFs Europa Gesamt"
LU1598689153,LYX0W3,"LYXOR ETF MSCI EMU SMALL CAP",ETFs,"ETFs Europa Gesamt"
LU1598690169,LYX0W4,"LYXOR MSCI EMU VALUE",ETFs,"ETFs Europa Gesamt"
LU1598691050,LYX0WV,"L.I-L.E.1-3Y I.B.G.B. D",ETFs,"ETFs Europa Bonds"
LU1598691217,LYX0WU,"L.IF-L.E.10Y I.B.G.B. A",ETFs,"ETFs Europa Bonds"
LU1600334798,A2DQDG,"UBS-ETF-MSCI EUROPE AAHEO",ETFs,"ETFs Europa Gesamt"
LU1602144229,A2DR4H,AIS-A.I.EQ.GL.L.CAR.UEDIE,ETFs,"ETFs Branchen"
LU1602144492,A2DR4J,"AIS-AM.MSCI WD.CL.TR.UED",ETFs,"ETFs Branchen"
LU1602144575,A2DR4R,"AM.MSCI EMU ESG L.UETFDRE",ETFs,"ETFs Europa Gesamt"
LU1602144732,A2DR4P,"AIS-A.I.MSCI JAP.UETFDREO",ETFs,"ETFs Asien"
LU1602144906,A2DR4M,"AM.I.MSCI P.EXJ.SRI UEDIE",ETFs,"ETFs Asien"
LU1602145036,A2DR4N,"AM.I.MSCI P.EXJ.SRI UEDID",ETFs,"ETFs Asien"
LU1602145119,A2DR4K,A.-A.I.E.G.M.S.A.S.B.UEDI,ETFs,"ETFs Nordamerika"
LU1602145200,A2DR4L,A.-A.I.E.G.M.S.A.S.B.UEDI,ETFs,"ETFs Welt"
LU1605710802,LYX000,"MUL-LYX.IT.EQ.PIR ETF CEO",ETFs,"ETFs Europa Gesamt"
LU1615090864,A2DU5H,BNPPE.-E.DIV.EU.UCITSETFC,ETFs,"ETFs Europa Gesamt"
LU1615092217,A2DVEZ,"BNPPE-MSCI WRLD XCW UECEO",ETFs,"ETFs Welt"
LU1617164998,LYX0WT,"LYX.I-BO. EO STHY BD D",ETFs,"ETFs Europa Bonds"
LU1645380368,A2DUGB,"UBS ETF EURO INFL LINK 1-10",ETFs,"ETFs Europa Bonds"
LU1645381689,A2DUGP,"UBS ETF EURO INFL LINK 10+",ETFs,"ETFs Europa Bonds"
LU1645385839,A2DUHR,"UBS ETF JPM USD EM DIV 1-5",ETFs,"ETFs Sonstige Bonds"
LU1645386308,A2DUHW,"UBS-JPM US EM D.B1-5ADHEO",ETFs,"ETFs Sonstige Bonds"
LU1645386480,A2DUHX,"UBS-JPM US EM D.B1-5AAHEO",ETFs,"ETFs Sonstige Bonds"
LU1646359619,LYX0XX,"MUL-LYX. JPX-NI.400 CLSDH",ETFs,"ETFs Asien"
LU1646359882,LYX0XA,"MUL-LYX.JPX-NI.400 DHDLA",ETFs,"ETFs Asien"
LU1646360542,LYX00T,"MUL-LYX. JPX-NI.400 DEODH",ETFs,"ETFs Asien"
LU1646360971,LYX0XB,"MUL-L.CORE MSCI EMU(DR) D",ETFs,"ETFs Europa Gesamt"
LU1646361276,LYX0ZY,"MUL-LYX.MSCI EMU DR C EO",ETFs,"ETFs Europa Gesamt"
LU1650487413,LYX0XH,"MUL-LX.EUROM.1-3Y I.G. A",ETFs,"ETFs Europa Bonds"
LU1650487926,LYX04X,"MUL-LX.EO GOV.BD1-3Y EOD",ETFs,"ETFs Europa Bonds"
LU1650488494,LYX0XJ,"MUL-LX.EUROM.3-5Y I.G. A",ETFs,"ETFs Europa Bonds"
LU1650488817,LYX04Z,"MUL-L.EO GO EOD",ETFs,"ETFs Europa Bonds"
LU1650489385,LYX0XF,"MUL-L.EUROM.10-15YI.G. A",ETFs,"ETFs Europa Bonds"
LU1650489898,LYX04W,"MUL-LX.EO GOV.BD 10-15Y D",ETFs,"ETFs Europa Bonds"
LU1650490474,LYX0XK,"MUL-LX.EUROM.AL.M.I.G. A",ETFs,"ETFs Europa Bonds"
LU1650490805,LYX03D,"MUL-LX.EO GOV.BD D",ETFs,"ETFs Europa Bonds"
LU1650491282,LYX0XL,"MUL-LX.EUROM.INF.LINK. A",ETFs,"ETFs Europa Bonds"
LU1650491795,LYX042,"MUL-L.EO GOV EOD",ETFs,"ETFs Europa Bonds"
LU1650492173,LYX0XR,"MUL-LYX. FTSE 100 A",ETFs,"ETFs Europa Gesamt"
LU1650492256,LYX03E,"MUL-LYXOR FTSE 100 LS D",ETFs,"ETFs Europa Gesamt"
LU1650492330,LYX0XP,"MUL-LYX. FTSE 100 MHEOA",ETFs,"ETFs Europa Gesamt"
LU1650492504,LYX0XQ,"MUL-LYX. FTSE 100 MHDLA",ETFs,"ETFs Europa Gesamt"
LU1655103486,A2DVG2,"OSSIAM-MSCI EU EXEMU 1CEO",ETFs,"ETFs Europa Gesamt"
LU1655103643,A2DVG4,"OSSIAM-O. MSCI JP NR 1CEO",ETFs,"ETFs Asien"
LU1655103726,A2DVG5,"OSSIAM-MSCI JP NR HI1CEO",ETFs,"ETFs Asien"
LU1659681230,A2JRMH,"BNPPE-M.EM.SRI SS5C.UECEO",ETFs,"ETFs Emerging Markets"
LU1659681313,A2H5E6,"BNPPE.-MSCI E.M.SRI UEEOD",ETFs,"ETFs Emerging Markets"
LU1659681586,A2PGAL,"BNPPE-M.USA SRISS5C.UEEOC",ETFs,"ETFs Nordamerika"
LU1659681669,A2H5E5,"BNPPE-M.USA SRISS5C.UEEOD",ETFs,"ETFs Nordamerika"
LU1681037518,A2H561,"AIS-AM.FTSE MIB EOC",ETFs,"ETFs Europa Gesamt"
LU1681037609,A2H58U,AIS-AM.JAP.T.EOC,ETFs,"ETFs Asien"
LU1681037864,A2H58W,AIS-AM.JAP.T.EOCDHC,ETFs,"ETFs Asien"
LU1681037948,A2H58X,AIS-AM.JAP.T.DLCDH,ETFs,"ETFs Asien"
LU1681038086,A2H58Y,AIS-AM.JAP.T.LSCDH,ETFs,"ETFs Asien"
LU1681038169,A2H58Z,AIS-AM.JAP.T.SFCDH,ETFs,"ETFs Asien"
LU1681038243,A2H577,"AIS-AM.MSCI NDQ100 EOC",ETFs,"ETFs Nordamerika"
LU1681038326,A2H578,"AIS-AM.MSCI NDQ100 DLC",ETFs,"ETFs Nordamerika"
LU1681038599,A2H579,"AIS-AM.MSCI NDQ100 EOCDH",ETFs,"ETFs Nordamerika"
LU1681038672,A2H582,"AIS-AM.RUS.2000 EOC",ETFs,"ETFs Nordamerika"
LU1681038839,A2H583,"AIS-AM.RUS.2000 DLC",ETFs,"ETFs Nordamerika"
LU1681038912,A2H586,"AIS-AM.JPXNIK400 EOC",ETFs,"ETFs Asien"
LU1681039050,A2H587,"AIS-AM.JPXNIK400 YNC",ETFs,"ETFs Asien"
LU1681039134,A2H588,"AIS-AM.JPXNIK400 EOCDH",ETFs,"ETFs Asien"
LU1681039217,A2H589,"AIS-AM.JPXNIK400 DLCDH",ETFs,"ETFs Asien"
LU1681039308,A2H59A,"AIS-AM.JPXNIK400 LSCDH",ETFs,"ETFs Asien"
LU1681039480,A2H58A,"AIS-AM.FTSE EPRAEORE EOC",ETFs,"ETFs Branchen"
LU1681039563,A2H59F,"AIS-AM.EO.EQ.MSASB EOC",ETFs,"ETFs Europa Gesamt"
LU1681039647,A2H57V,"AIS-AM.EO COR. EOC",ETFs,"ETFs Europa Bonds"
LU1681040223,A2H57X,"AIS-AM.STX EUR.600 EOC",ETFs,"ETFs Europa Gesamt"
LU1681040496,A2H580,"AIS-AM.EO HYL EOC",ETFs,"ETFs Europa Bonds"
LU1681040652,A2H58D,"AIS-AM.US T.7-10DLC",ETFs,"ETFs Sonstige Bonds"
LU1681040736,A2H58C,"AIS-AM.US T.3-7DLC",ETFs,"ETFs Sonstige Bonds"
LU1681040819,A2H58B,"AIS-AM.US T.1-3DLC",ETFs,"ETFs Sonstige Bonds"
LU1681040900,A2H59C,"AIS-AM.FL.RA.DL.CO. DLC",ETFs,"ETFs Sonstige Bonds"
LU1681041031,A2H59D,"AIS-AM.FL.RA.DL COR. EOCH",ETFs,"ETFs Sonstige Bonds"
LU1681041114,A2H585,"AIS-AM.FL.RA.EO.C.1-3 AEO",ETFs,"ETFs Europa Bonds"
LU1681041205,A2H58H,"AIS-AM.GL.EM B.M.I.DLC",ETFs,"ETFs Sonstige Bonds"
LU1681041387,A2H59E,"AIS-AM.BBB EO CIGESGUEEO",ETFs,"ETFs Europa Bonds"
LU1681041460,A2H59H,"AIS-AM.MSCI EU.MO.F.EOC",ETFs,"ETFs Europa Gesamt"
LU1681041544,A2H566,AIS-AM.E.L.S.F.EOC,ETFs,"ETFs Europa Gesamt"
LU1681041627,A2H57F,"AIS-AM.MSCI E.M.V.F. EOC",ETFs,"ETFs Europa Gesamt"
LU1681041890,A2H59G,"AIS-AM.MSCI EU.Q.F. EOC",ETFs,"ETFs Europa Gesamt"
LU1681041973,A2H57N,"AMUNDI ETF MSCI EUROPE HIGH DIVIDEND",ETFs,"ETFs Europa Gesamt"
LU1681042435,A2H57Q,"AIS-A.I.MSCI E.G. EOC",ETFs,"ETFs Europa Gesamt"
LU1681042518,A2H57R,AIS-AM.E.V.F.EOC,ETFs,"ETFs Europa Gesamt"
LU1681042609,A2H567,"AIS-M.EUR.ESG BR.CTB AEOA",ETFs,"ETFs Europa Gesamt"
LU1681042864,A2H57D,"AIS-AM.MSCI USA EOC",ETFs,"ETFs Nordamerika"
LU1681042948,A2H57E,"AIS-AM.MSCI USA DLC",ETFs,"ETFs Nordamerika"
LU1681043086,A2H57G,"AIS-AM.MSCI IND.EOC",ETFs,"ETFs Asien"
LU1681043169,A2H57H,"AIS-AM.MSCI IND.DLC",ETFs,"ETFs Asien"
LU1681043326,A2H58L,"AIS-A.MSCI EUR.XUK DR EOC",ETFs,"ETFs Europa Gesamt"
LU1681043599,A2H59Q,"AIS-AM.MSCI WLD EOC",ETFs,"ETFs Welt"
